tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
B2,2,0.839285714,0.83928571,0,0.089285714,0.071428571
B2,2,0.821428571,0.82142857,0,0.053571429,0.125
B2,2,0.875,0.875,0,0.035714286,0.089285714
B2,1,0.464285714,0.46428571,0.464285714,0.017857143,0.053571429
A2,2,0.892857143,0.89285714,0.892857143,0.017857143,0.089285714
A2,2,0.842364532,0.84236453,0.842364532,0.035098522,0.122536946
A2,2,0.878078818,0.87807882,0.878078818,0.035098522,0.08682266
A2,2,0.946428571,0.94642857,0.946428571,0.035714286,0.017857143
A2,2,0.964901478,0.96490148,0.964901478,0.035098522,0
A2,2,0.948275862,0.94827586,0.948275862,0.051724138,0
A2,2,0.947660099,0.9476601,0.947660099,0.052339901,0
A2,1,0.482142857,0.48214286,0.482142857,0.035098522,0.017241379
B2,2,0.948275862,0.94827586,0,0.034482759,0.017241379
B2,2,0.964901478,0.96490148,0,0.035098522,0
B2,2,0.982142857,0.98214286,0,0.017857143,0
B2,2,1,1,0,0,0
B2,2,1,1,0,0,0
B2,2,0.982758621,0.98275862,0,0,0.017241379
B2,1,0.482758621,0.48275862,0.482758621,0,0.034482759
A2,2,0.982758621,0.98275862,0.982758621,0,0.017241379
A2,2,1,1,1,0,0
A2,2,1,1,1,0,0
A2,2,1,1,1,0,0
A2,2,1,1,1,0,0
A2,2,0.982758621,0.98275862,0.982758621,0.017241379,0
