tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
B1,4,0.469642857,0.46964286,0.073214286,0.469642857,0.444642857
B1,4,0.660714286,0.66071429,0.107142857,0.660714286,0.232142857
B1,4,0.700123153,0.70012315,0.088669951,0.700123153,0.211206897
B1,4,0.793103448,0.79310345,0.017241379,0.793103448,0.189655172
B1,2,0.637292465,0.63729246,0,0.637292465,0.362707535
A1,3,0.509259259,0.50925926,0.107142857,0.240740741,0.509259259
A1,3,0.410714286,0.41071429,0.178571429,0,0.410714286
B2,4,0.607142857,0.60714286,0.089285714,0,0.303571429
B2,4,0.732142857,0.73214286,0.071428571,0,0.196428571
B2,1,0.392857143,0.39285714,0.267857143,0.035714286,0.303571429
A2,2,0.421182266,0.42118227,0.421182266,0.225369458,0.353448276
B1,4,0.403940887,0.40394089,0.367610837,0.403940887,0.228448276
B1,4,0.392857143,0.39285714,0.321428571,0.392857143,0.285714286
B1,4,0.482142857,0.48214286,0.339285714,0.482142857,0.178571429
B1,4,0.625,0.625,0.303571429,0.625,0.071428571
B1,4,0.511083744,0.51108374,0.36637931,0.511083744,0.122536946
B1,3,0.386083744,0.38608374,0.24137931,0.386083744,0.265394089
B1,3,0.375,0.375,0,0.375,0.303571429
B2,2,0.428571429,0.42857143,0,0.339285714,0.232142857
B2,2,0.464285714,0.46428571,0,0.285714286,0.25
B2,2,0.439655172,0.43965517,0,0.193965517,0.36637931
A1,4,0.50063857,0.50063857,0,0.143039591,0.50063857
A1,4,0.574074074,0.57407407,0,0.111111111,0.574074074
A1,3,0.481481481,0.48148148,0.222222222,0.148148148,0.481481481
A2,2,0.400793651,0.40079365,0.400793651,0.28968254,0.30952381
B1,4,0.392857143,0.39285714,0.357142857,0.392857143,0.25
B1,4,0.421182266,0.42118227,0.368226601,0.421182266,0.210591133
B1,4,0.439039409,0.43903941,0.350369458,0.439039409,0.210591133
B1,4,0.464285714,0.46428571,0.357142857,0.464285714,0.178571429
B1,4,0.482142857,0.48214286,0.392857143,0.482142857,0.125
B1,3,0.446428571,0.44642857,0.196428571,0.446428571,0.196428571
B2,2,0.357142857,0.35714286,0,0.303571429,0.339285714
A1,4,0.437807882,0.43780788,0,0.227832512,0.437807882
A1,4,0.437807882,0.43780788,0,0.227832512,0.437807882
A1,4,0.446428571,0.44642857,0,0.214285714,0.446428571
A1,4,0.446428571,0.44642857,0,0.214285714,0.446428571
A2,2,0.310344828,0.31034483,0.310344828,0.210591133,0.282635468
A2,2,0.57820197,0.57820197,0.57820197,0.228448276,0.193349754
A2,2,0.464285714,0.46428571,0.464285714,0.357142857,0.178571429
A2,2,0.428571429,0.42857143,0.428571429,0.410714286,0.160714286
A2,2,0.535714286,0.53571429,0.535714286,0.303571429,0.160714286
B1,3,0.36637931,0.36637931,0.303571429,0.36637931,0.123152709
B2,2,0.528325123,0.52832512,0,0.330665025,0.141009852
B2,2,0.562169312,0.56216931,0,0.126322751,0.311507937
B2,2,0.526455026,0.52645503,0,0.090608466,0.382936508
B2,2,0.642857143,0.64285714,0,0.089285714,0.267857143
B2,2,0.678571429,0.67857143,0,0.071428571,0.25
A1,3,0.375,0.375,0.232142857,0.071428571,0.375
A2,2,0.491402116,0.49140212,0.491402116,0.072751323,0.435846561
A2,2,0.574074074,0.57407407,0.574074074,0.185185185,0.240740741
A2,2,0.666666667,0.66666667,0.666666667,0.203703704,0.12962963
A2,2,0.619708995,0.61970899,0.619708995,0.14484127,0.235449735
A2,2,0.589285714,0.58928571,0.589285714,0.142857143,0.267857143
A2,2,0.717980296,0.7179803,0.717980296,0.105295567,0.176724138
A2,2,0.717980296,0.7179803,0.717980296,0.176724138,0.105295567
A2,2,0.700738916,0.70073892,0.700738916,0.211206897,0.088054187
A2,2,0.772167488,0.77216749,0.772167488,0.139778325,0.088054187
A2,2,0.781746032,0.78174603,0.781746032,0.146164021,0.072089947
A2,1,0.388888889,0.38888889,0.388888889,0.19973545,0.036375661
B2,2,0.819444444,0.81944444,0,0.144179894,0.036375661
B2,2,0.85515873,0.85515873,0,0.072751323,0.072089947
B2,2,0.839285714,0.83928571,0,0.089285714,0.071428571
