tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
A1,1,0.35535714,0.27142857,0.23392857,0.13928571,0.35535714
A2,4,0.47420635,0.46263228,0.47420635,0.02678571,0.03637566
A2,4,0.67956349,0.29298942,0.67956349,0,0.02744709
A2,4,0.73214286,0.25892857,0.73214286,0,0.00892857
A2,4,0.41656404,0.28171182,0.41656404,0.19827586,0.10344828
B1,4,0.403633,0.19242611,0.17549261,0.403633,0.22844828
B1,3,0.40178571,0.09821429,0.16071429,0.40178571,0.33928571
A1,4,0.61243386,0.0271164,0.09920635,0.26124339,0.61243386
A1,4,0.69444444,0.09259259,0.06481481,0.14814815,0.69444444
A1,4,0.5462963,0.19047619,0.07275132,0.19047619,0.5462963
A1,4,0.47321429,0.24107143,0.11607143,0.16964286,0.47321429
A1,1,0.32506614,0.25429894,0.25628307,0.16435185,0.32506614
A2,4,0.37962963,0.18518519,0.37962963,0.25925926,0.17592593
A2,4,0.46263228,0.11838624,0.46263228,0.25562169,0.16335979
A2,4,0.54464286,0.08035714,0.54464286,0.27678571,0.09821429
A2,3,0.45535714,0.04464286,0.45535714,0.36607143,0.13392857
B1,4,0.375,0.125,0.28571429,0.375,0.21428571
A1,4,0.33035714,0.17857143,0.1875,0.30357143,0.33035714
A1,4,0.52678571,0.20535714,0.09821429,0.16964286,0.52678571
A1,4,0.52678571,0.27678571,0.07142857,0.125,0.52678571
A1,4,0.44642857,0.33928571,0.08928571,0.125,0.44642857
A1,4,0.34821429,0.27678571,0.16964286,0.20535714,0.34821429
A1,1,0.33035714,0.16964286,0.26785714,0.23214286,0.33035714
A1,2,0.24107143,0.16964286,0.29464286,0.29464286,0.24107143
A2,3,0.41071429,0.125,0.41071429,0.33928571,0.125
A2,3,0.41964286,0.10714286,0.41964286,0.32142857,0.15178571
B1,4,0.34821429,0.125,0.33035714,0.34821429,0.19642857
A1,4,0.30357143,0.16964286,0.23214286,0.29464286,0.30357143
A1,4,0.41071429,0.19642857,0.13392857,0.25892857,0.41071429
A1,4,0.44642857,0.20535714,0.08928571,0.25892857,0.44642857
A1,4,0.39285714,0.3125,0.04464286,0.25,0.39285714
A1,4,0.24107143,0.30357143,0.15178571,0.30357143,0.24107143
B1,2,0.34821429,0.21428571,0.26785714,0.34821429,0.16964286
A2,4,0.3125,0.22321429,0.3125,0.29464286,0.16964286
B1,3,0.39285714,0.15178571,0.33035714,0.39285714,0.125
B1,4,0.45535714,0.125,0.32142857,0.45535714,0.09821429
B1,3,0.33928571,0.19642857,0.22321429,0.33928571,0.24107143
A1,4,0.35714286,0.25892857,0.14285714,0.24107143,0.35714286
A1,4,0.36607143,0.27678571,0.21428571,0.14285714,0.36607143
A1,4,0.38392857,0.26785714,0.1875,0.16071429,0.38392857
A1,4,0.46428571,0.23214286,0.09821429,0.20535714,0.46428571
A1,4,0.48399015,0.17549261,0.14809113,0.19242611,0.48399015
B1,3,0.34421182,0.1487069,0.2195197,0.34421182,0.28756158
B1,4,0.44642857,0.15178571,0.23214286,0.44642857,0.16964286
B1,3,0.33928571,0.17857143,0.30357143,0.33928571,0.17857143
A2,4,0.34821429,0.24107143,0.34821429,0.20535714,0.20535714
A2,3,0.3125,0.29464286,0.3125,0.19642857,0.19642857
A2,2,0.33035714,0.25892857,0.33035714,0.16071429,0.25
A1,4,0.33035714,0.25,0.25892857,0.16071429,0.33035714
A1,4,0.39285714,0.20535714,0.15178571,0.25,0.39285714
A1,4,0.42857143,0.15178571,0.11607143,0.30357143,0.42857143
A1,4,0.4375,0.14285714,0.08928571,0.33035714,0.4375
B1,4,0.33928571,0.14285714,0.1875,0.33928571,0.33035714
