model,setting,groupn,run,s,a,first.stable.gen,n.gens.stable,first.stable.gen.fuzzy,n.gens.stable.fuzzy
fd,fa,100,1,0,0,100,0,100,0
fd,fa,100,2,0,0,97,3,100,0
fd,fa,100,3,0,0,100,0,100,0
fd,fa,100,4,0,0,100,0,100,0
fd,fa,100,5,0,0,94,6,100,0
fd,fa,100,6,0,0,99,1,100,0
fd,fa,100,7,0,0,100,0,100,0
fd,fa,100,8,0,0,100,0,100,0
fd,fa,100,9,0,0,97,3,100,0
fd,fa,100,10,0,0,100,0,100,0
fd,fa,100,11,0,0,97,3,100,0
fd,fa,100,12,0,0,96,4,100,0
fd,fa,100,13,0,0,99,1,100,0
fd,fa,100,14,0,0,100,0,100,0
fd,fa,100,15,0,0,100,0,100,0
fd,fa,100,16,0,0,98,2,100,0
fd,fa,100,17,0,0,98,2,100,0
fd,fa,100,18,0,0,99,1,100,0
fd,fa,100,19,0,0,100,0,100,0
fd,fa,100,20,0,0,100,0,100,0
fd,fa,100,1,0,1,100,0,100,0
fd,fa,100,2,0,1,100,0,100,0
fd,fa,100,3,0,1,99,1,100,0
fd,fa,100,4,0,1,100,0,100,0
fd,fa,100,5,0,1,98,2,100,0
fd,fa,100,6,0,1,100,0,100,0
fd,fa,100,7,0,1,100,0,100,0
fd,fa,100,8,0,1,100,0,100,0
fd,fa,100,9,0,1,100,0,100,0
fd,fa,100,10,0,1,100,0,100,0
fd,fa,100,11,0,1,100,0,100,0
fd,fa,100,12,0,1,100,0,100,0
fd,fa,100,13,0,1,98,2,100,0
fd,fa,100,14,0,1,100,0,100,0
fd,fa,100,15,0,1,100,0,100,0
fd,fa,100,16,0,1,93,7,100,0
fd,fa,100,17,0,1,100,0,100,0
fd,fa,100,18,0,1,100,0,100,0
fd,fa,100,19,0,1,100,0,100,0
fd,fa,100,20,0,1,100,0,100,0
fd,fa,100,1,0,2,98,2,100,0
fd,fa,100,2,0,2,98,2,100,0
fd,fa,100,3,0,2,97,3,100,0
fd,fa,100,4,0,2,98,2,100,0
fd,fa,100,5,0,2,99,1,100,0
fd,fa,100,6,0,2,97,3,100,0
fd,fa,100,7,0,2,100,0,100,0
fd,fa,100,8,0,2,100,0,100,0
fd,fa,100,9,0,2,98,2,100,0
fd,fa,100,10,0,2,100,0,100,0
fd,fa,100,11,0,2,100,0,100,0
fd,fa,100,12,0,2,100,0,100,0
fd,fa,100,13,0,2,100,0,100,0
fd,fa,100,14,0,2,99,1,100,0
