model,setting,groupn,run,s,a,first.stable.gen,n.gens.stable,first.stable.gen.fuzzy,n.gens.stable.fuzzy
fd,fs,10,1,0,0,1,99,100,0
fd,fs,10,2,0,0,1,99,100,0
fd,fs,10,3,0,0,1,99,100,0
fd,fs,10,4,0,0,1,99,100,0
fd,fs,10,5,0,0,1,99,100,0
fd,fs,10,6,0,0,1,99,100,0
fd,fs,10,7,0,0,1,99,100,0
fd,fs,10,8,0,0,1,99,100,0
fd,fs,10,9,0,0,1,99,100,0
fd,fs,10,10,0,0,1,99,100,0
fd,fs,10,11,0,0,1,99,100,0
fd,fs,10,12,0,0,1,99,100,0
fd,fs,10,13,0,0,1,99,100,0
fd,fs,10,14,0,0,1,99,100,0
fd,fs,10,15,0,0,1,99,100,0
fd,fs,10,16,0,0,1,99,100,0
fd,fs,10,17,0,0,1,99,100,0
fd,fs,10,18,0,0,1,99,100,0
fd,fs,10,19,0,0,1,99,100,0
fd,fs,10,20,0,0,1,99,100,0
fd,fs,10,1,0,1,98,2,100,0
fd,fs,10,2,0,1,100,0,100,0
fd,fs,10,3,0,1,100,0,100,0
fd,fs,10,4,0,1,98,2,100,0
fd,fs,10,5,0,1,99,1,100,0
fd,fs,10,6,0,1,99,1,100,0
fd,fs,10,7,0,1,97,3,100,0
fd,fs,10,8,0,1,100,0,100,0
fd,fs,10,9,0,1,97,3,100,0
fd,fs,10,10,0,1,99,1,100,0
fd,fs,10,11,0,1,96,4,100,0
fd,fs,10,12,0,1,100,0,100,0
fd,fs,10,13,0,1,100,0,100,0
fd,fs,10,14,0,1,93,7,100,0
fd,fs,10,15,0,1,100,0,100,0
fd,fs,10,16,0,1,100,0,100,0
fd,fs,10,17,0,1,94,6,100,0
fd,fs,10,18,0,1,100,0,100,0
fd,fs,10,19,0,1,100,0,100,0
fd,fs,10,20,0,1,98,2,100,0
fd,fs,10,1,0,2,99,1,100,0
fd,fs,10,2,0,2,96,4,100,0
fd,fs,10,3,0,2,95,5,100,0
fd,fs,10,4,0,2,98,2,100,0
fd,fs,10,5,0,2,100,0,100,0
fd,fs,10,6,0,2,100,0,100,0
fd,fs,10,7,0,2,100,0,100,0
fd,fs,10,8,0,2,100,0,100,0
fd,fs,10,9,0,2,99,1,100,0
fd,fs,10,10,0,2,94,6,100,0
fd,fs,10,11,0,2,97,3,100,0
fd,fs,10,12,0,2,98,2,100,0
fd,fs,10,13,0,2,98,2,100,0
fd,fs,10,14,0,2,99,1,100,0
fd,fs,10,15,0,2,100,0,100,0
fd,fs,10,16,0,2,99,1,100,0
fd,fs,10,17,0,2,98,2,100,0
fd,fs,10,18,0,2,100,0,100,0
fd,fs,10,19,0,2,100,0,100,0
fd,fs,10,20,0,2,100,0,100,0
fd,fs,10,1,0,3,100,0,100,0
fd,fs,10,2,0,3,100,0,100,0
fd,fs,10,3,0,3,100,0,100,0
fd,fs,10,4,0,3,100,0,100,0
fd,fs,10,5,0,3,94,6,100,0
fd,fs,10,6,0,3,100,0,100,0
fd,fs,10,7,0,3,99,1,100,0
fd,fs,10,8,0,3,100,0,100,0
fd,fs,10,9,0,3,99,1,100,0
fd,fs,10,10,0,3,99,1,100,0
fd,fs,10,11,0,3,97,3,100,0
fd,fs,10,12,0,3,100,0,100,0
fd,fs,10,13,0,3,99,1,100,0
fd,fs,10,14,0,3,100,0,100,0
fd,fs,10,15,0,3,100,0,100,0
fd,fs,10,16,0,3,94,6,100,0
fd,fs,10,17,0,3,96,4,100,0
fd,fs,10,18,0,3,99,1,100,0
fd,fs,10,19,0,3,96,4,100,0
fd,fs,10,20,0,3,95,5,100,0
fd,fs,10,1,0,4,100,0,100,0
fd,fs,10,2,0,4,96,4,100,0
fd,fs,10,3,0,4,91,9,100,0
fd,fs,10,4,0,4,98,2,100,0
fd,fs,10,5,0,4,100,0,100,0
fd,fs,10,6,0,4,100,0,100,0
fd,fs,10,7,0,4,94,6,100,0
fd,fs,10,8,0,4,100,0,100,0
fd,fs,10,9,0,4,99,1,100,0
fd,fs,10,10,0,4,100,0,100,0
fd,fs,10,11,0,4,100,0,100,0
