model,setting,groupn,run,s,a,first.stable.gen,n.gens.stable,first.stable.gen.fuzzy,n.gens.stable.fuzzy
sc,x,30,1,0,0,1,99,1,99
sc,x,30,2,0,0,1,99,1,99
sc,x,30,3,0,0,1,99,1,99
sc,x,30,4,0,0,1,99,1,99
sc,x,30,5,0,0,1,99,1,99
sc,x,30,6,0,0,1,99,1,99
sc,x,30,7,0,0,1,99,1,99
sc,x,30,8,0,0,1,99,1,99
sc,x,30,9,0,0,1,99,1,99
sc,x,30,10,0,0,1,99,1,99
sc,x,30,11,0,0,1,99,1,99
sc,x,30,12,0,0,1,99,1,99
sc,x,30,13,0,0,1,99,1,99
sc,x,30,14,0,0,1,99,1,99
sc,x,30,15,0,0,1,99,1,99
sc,x,30,16,0,0,1,99,1,99
sc,x,30,17,0,0,1,99,1,99
sc,x,30,18,0,0,1,99,1,99
sc,x,30,19,0,0,1,99,1,99
sc,x,30,20,0,0,1,99,1,99
sc,x,30,1,0,1,100,0,92,8
sc,x,30,2,0,1,100,0,100,0
sc,x,30,3,0,1,98,2,86,14
sc,x,30,4,0,1,100,0,100,0
sc,x,30,5,0,1,99,1,69,31
sc,x,30,6,0,1,100,0,100,0
sc,x,30,7,0,1,100,0,100,0
sc,x,30,8,0,1,98,2,74,26
sc,x,30,9,0,1,100,0,100,0
sc,x,30,10,0,1,100,0,100,0
sc,x,30,11,0,1,100,0,100,0
sc,x,30,12,0,1,100,0,100,0
sc,x,30,13,0,1,100,0,100,0
sc,x,30,14,0,1,100,0,100,0
sc,x,30,15,0,1,100,0,100,0
sc,x,30,16,0,1,100,0,100,0
sc,x,30,17,0,1,100,0,100,0
sc,x,30,18,0,1,100,0,100,0
sc,x,30,19,0,1,100,0,100,0
sc,x,30,20,0,1,100,0,84,16
sc,x,30,1,0,2,89,11,89,11
sc,x,30,2,0,2,100,0,100,0
sc,x,30,3,0,2,81,19,81,19
sc,x,30,4,0,2,89,11,89,11
sc,x,30,5,0,2,93,7,93,7
sc,x,30,6,0,2,88,12,88,12
sc,x,30,7,0,2,100,0,100,0
sc,x,30,8,0,2,83,17,83,17
sc,x,30,9,0,2,86,14,86,14
sc,x,30,10,0,2,100,0,100,0
sc,x,30,11,0,2,78,22,78,22
sc,x,30,12,0,2,100,0,61,39
sc,x,30,13,0,2,89,11,89,11
sc,x,30,14,0,2,85,15,85,15
sc,x,30,15,0,2,89,11,89,11
sc,x,30,16,0,2,88,12,88,12
sc,x,30,17,0,2,100,0,100,0
sc,x,30,18,0,2,88,12,88,12
sc,x,30,19,0,2,100,0,100,0
sc,x,30,20,0,2,100,0,100,0
sc,x,30,1,0,3,82,18,82,18
sc,x,30,2,0,3,80,20,80,20
sc,x,30,3,0,3,100,0,100,0
sc,x,30,4,0,3,91,9,91,9
sc,x,30,5,0,3,86,14,86,14
sc,x,30,6,0,3,100,0,100,0
sc,x,30,7,0,3,82,18,82,18
sc,x,30,8,0,3,72,28,72,28
sc,x,30,9,0,3,77,23,77,23
sc,x,30,10,0,3,69,31,69,31
sc,x,30,11,0,3,98,2,98,2
sc,x,30,12,0,3,98,2,98,2
sc,x,30,13,0,3,73,27,73,27
sc,x,30,14,0,3,81,19,81,19
sc,x,30,15,0,3,85,15,85,15
sc,x,30,16,0,3,71,29,71,29
sc,x,30,17,0,3,73,27,73,27
sc,x,30,18,0,3,74,26,74,26
sc,x,30,19,0,3,99,1,99,1
sc,x,30,20,0,3,81,19,81,19
sc,x,30,1,0,4,64,36,64,36
