model,setting,groupn,run,s,a,first.stable.gen,n.gens.stable,first.stable.gen.fuzzy,n.gens.stable.fuzzy
fde,xpt1,100,1,0,0,1,99,1,99
fde,xpt1,100,2,0,0,1,99,1,99
fde,xpt1,100,3,0,0,1,99,1,99
fde,xpt1,100,4,0,0,1,99,1,99
fde,xpt1,100,5,0,0,1,99,1,99
fde,xpt1,100,6,0,0,1,99,1,99
fde,xpt1,100,7,0,0,1,99,1,99
fde,xpt1,100,8,0,0,1,99,1,99
fde,xpt1,100,9,0,0,1,99,1,99
fde,xpt1,100,10,0,0,1,99,1,99
fde,xpt1,100,11,0,0,1,99,1,99
fde,xpt1,100,12,0,0,1,99,1,99
fde,xpt1,100,13,0,0,1,99,1,99
fde,xpt1,100,14,0,0,1,99,1,99
fde,xpt1,100,15,0,0,1,99,1,99
fde,xpt1,100,16,0,0,1,99,1,99
fde,xpt1,100,17,0,0,1,99,1,99
fde,xpt1,100,18,0,0,1,99,1,99
fde,xpt1,100,19,0,0,1,99,1,99
fde,xpt1,100,20,0,0,1,99,1,99
fde,xpt1,100,1,0,1,100,0,100,0
fde,xpt1,100,2,0,1,98,2,100,0
fde,xpt1,100,3,0,1,89,11,100,0
fde,xpt1,100,4,0,1,100,0,100,0
fde,xpt1,100,5,0,1,81,19,100,0
fde,xpt1,100,6,0,1,84,16,100,0
fde,xpt1,100,7,0,1,100,0,100,0
fde,xpt1,100,8,0,1,87,13,100,0
fde,xpt1,100,9,0,1,85,15,100,0
fde,xpt1,100,10,0,1,87,13,100,0
fde,xpt1,100,11,0,1,82,18,100,0
fde,xpt1,100,12,0,1,83,17,100,0
fde,xpt1,100,13,0,1,82,18,100,0
fde,xpt1,100,14,0,1,90,10,100,0
fde,xpt1,100,15,0,1,98,2,100,0
fde,xpt1,100,16,0,1,94,6,100,0
fde,xpt1,100,17,0,1,100,0,100,0
fde,xpt1,100,18,0,1,86,14,100,0
fde,xpt1,100,19,0,1,100,0,100,0
fde,xpt1,100,20,0,1,95,5,100,0
fde,xpt1,100,1,0,2,96,4,100,0
fde,xpt1,100,2,0,2,94,6,100,0
fde,xpt1,100,3,0,2,100,0,100,0
fde,xpt1,100,4,0,2,100,0,100,0
fde,xpt1,100,5,0,2,96,4,100,0
fde,xpt1,100,6,0,2,100,0,100,0
fde,xpt1,100,7,0,2,99,1,100,0
fde,xpt1,100,8,0,2,94,6,100,0
fde,xpt1,100,9,0,2,100,0,100,0
fde,xpt1,100,10,0,2,90,10,100,0
fde,xpt1,100,11,0,2,99,1,100,0
fde,xpt1,100,12,0,2,97,3,100,0
fde,xpt1,100,13,0,2,96,4,100,0
fde,xpt1,100,14,0,2,100,0,100,0
fde,xpt1,100,15,0,2,96,4,100,0
fde,xpt1,100,16,0,2,97,3,100,0
fde,xpt1,100,17,0,2,100,0,100,0
fde,xpt1,100,18,0,2,95,5,100,0
fde,xpt1,100,19,0,2,100,0,100,0
fde,xpt1,100,20,0,2,99,1,100,0
fde,xpt1,100,1,0,3,100,0,100,0
fde,xpt1,100,2,0,3,100,0,100,0
fde,xpt1,100,3,0,3,95,5,100,0
fde,xpt1,100,4,0,3,95,5,100,0
fde,xpt1,100,5,0,3,92,8,100,0
fde,xpt1,100,6,0,3,91,9,100,0
fde,xpt1,100,7,0,3,97,3,100,0
fde,xpt1,100,8,0,3,93,7,100,0
fde,xpt1,100,9,0,3,100,0,100,0
fde,xpt1,100,10,0,3,97,3,100,0
fde,xpt1,100,11,0,3,91,9,100,0
fde,xpt1,100,12,0,3,91,9,100,0
fde,xpt1,100,13,0,3,100,0,100,0
fde,xpt1,100,14,0,3,100,0,100,0
fde,xpt1,100,15,0,3,95,5,100,0
