model,setting,groupn,run,s,a,first.stable.gen,n.gens.stable,first.stable.gen.fuzzy,n.gens.stable.fuzzy
sc,x,10,1,0,0,1,99,1,99
sc,x,10,2,0,0,1,99,1,99
sc,x,10,3,0,0,1,99,1,99
sc,x,10,4,0,0,1,99,1,99
sc,x,10,5,0,0,1,99,1,99
sc,x,10,6,0,0,1,99,1,99
sc,x,10,7,0,0,1,99,1,99
sc,x,10,8,0,0,1,99,1,99
sc,x,10,9,0,0,1,99,1,99
sc,x,10,10,0,0,1,99,1,99
sc,x,10,11,0,0,1,99,1,99
sc,x,10,12,0,0,1,99,1,99
sc,x,10,13,0,0,1,99,1,99
sc,x,10,14,0,0,1,99,1,99
sc,x,10,15,0,0,1,99,1,99
sc,x,10,16,0,0,1,99,1,99
sc,x,10,17,0,0,1,99,1,99
sc,x,10,18,0,0,1,99,1,99
sc,x,10,19,0,0,1,99,1,99
sc,x,10,20,0,0,1,99,1,99
sc,x,10,1,0,1,100,0,61,39
sc,x,10,2,0,1,99,1,45,55
sc,x,10,3,0,1,100,0,100,0
sc,x,10,4,0,1,100,0,100,0
sc,x,10,5,0,1,100,0,100,0
sc,x,10,6,0,1,100,0,100,0
sc,x,10,7,0,1,100,0,100,0
sc,x,10,8,0,1,100,0,45,55
sc,x,10,9,0,1,99,1,39,61
sc,x,10,10,0,1,95,5,33,67
sc,x,10,11,0,1,100,0,100,0
sc,x,10,12,0,1,99,1,60,40
sc,x,10,13,0,1,98,2,38,62
sc,x,10,14,0,1,100,0,100,0
sc,x,10,15,0,1,100,0,100,0
sc,x,10,16,0,1,100,0,100,0
sc,x,10,17,0,1,100,0,100,0
sc,x,10,18,0,1,100,0,100,0
sc,x,10,19,0,1,100,0,100,0
sc,x,10,20,0,1,100,0,100,0
sc,x,10,1,0,2,90,10,90,10
sc,x,10,2,0,2,80,20,80,20
sc,x,10,3,0,2,99,1,53,47
sc,x,10,4,0,2,79,21,79,21
sc,x,10,5,0,2,99,1,45,55
sc,x,10,6,0,2,79,21,79,21
sc,x,10,7,0,2,95,5,95,5
sc,x,10,8,0,2,100,0,48,52
sc,x,10,9,0,2,80,20,80,20
sc,x,10,10,0,2,88,12,88,12
sc,x,10,11,0,2,99,1,43,57
sc,x,10,12,0,2,79,21,79,21
sc,x,10,13,0,2,100,0,59,41
sc,x,10,14,0,2,75,25,75,25
sc,x,10,15,0,2,79,21,79,21
sc,x,10,16,0,2,99,1,52,48
sc,x,10,17,0,2,96,4,96,4
sc,x,10,18,0,2,87,13,87,13
sc,x,10,19,0,2,79,21,79,21
sc,x,10,20,0,2,99,1,54,46
sc,x,10,1,0,3,93,7,34,66
sc,x,10,2,0,3,76,24,76,24
sc,x,10,3,0,3,69,31,69,31
sc,x,10,4,0,3,100,0,48,52
sc,x,10,5,0,3,76,24,76,24
sc,x,10,6,0,3,72,28,72,28
sc,x,10,7,0,3,71,29,71,29
sc,x,10,8,0,3,99,1,41,59
sc,x,10,9,0,3,76,24,76,24
sc,x,10,10,0,3,71,29,71,29
sc,x,10,11,0,3,100,0,41,59
sc,x,10,12,0,3,71,29,71,29
sc,x,10,13,0,3,67,33,67,33
sc,x,10,14,0,3,100,0,58,42
sc,x,10,15,0,3,69,31,69,31
sc,x,10,16,0,3,77,23,77,23
sc,x,10,17,0,3,74,26,74,26
sc,x,10,18,0,3,78,22,78,22
