model,setting,groupn,run,s,a,PARAM,loop.thresholds,n_lower,n_upper,n.extreme.shifts,ext.streak.median,ext.streak_3gen.n,ext.streak_5gen.n,ext.streak_10gen.n,ext.streak_3gen.median,ext.streak_5gen.median,ext.streak_10gen.median,outliers.n,ext.streak.median_no.outliers,ext.streak_3gen.n.noouts,ext.streak_5gen.n.noouts,ext.streak_10gen.n.noouts,ext.streak_3gen.n_Up.noouts,ext.streak_5gen.n_Up.noouts,ext.streak_10gen.n_Up.noouts,ext.streak_3gen.n_Lw.noouts,ext.streak_5gen.n_Lw.noouts,ext.streak_10gen.n_Lw.noouts,ext.streak_3gen.median.noouts,ext.streak_5gen.median.noouts,ext.streak_10gen.median.noouts
fd,fs,10,1,0,0,p,10_90,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,1,0,0,p,20_80,2,2,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,1,0,0,p,25_75,2,2,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,1,0,0,p,30_70,16,7,1,2,1,NA,NA,3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,1,0,0,p,40_60,46,19,11,3.5,14,2,1,3.5,8,11,1,3,13,1,NA,4,1,NA,10,1,NA,3,5,NA
fd,fs,10,2,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,2,0,0,p,20_80,7,2,1,3,1,NA,NA,3,NA,NA,0,3,1,NA,NA,0,NA,NA,1,NA,NA,3,NA,NA
fd,fs,10,2,0,0,p,25_75,7,2,1,3,1,NA,NA,3,NA,NA,0,3,1,NA,NA,0,NA,NA,1,NA,NA,3,NA,NA
fd,fs,10,2,0,0,p,30_70,14,5,1,2,1,1,NA,5,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,2,0,0,p,40_60,36,20,7,2.5,7,2,1,4,9,12,1,2,6,1,NA,3,1,NA,4,1,NA,4,6,NA
fd,fs,10,3,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,3,0,0,p,20_80,9,2,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,3,0,0,p,25_75,9,2,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,3,0,0,p,30_70,17,5,1,2,3,NA,NA,3,NA,NA,0,2,3,NA,NA,1,NA,NA,2,NA,NA,3,NA,NA
fd,fs,10,3,0,0,p,40_60,46,15,5,4,7,3,2,4,10,10.5,2,3,5,1,NA,2,0,NA,5,3,NA,4,7,NA
fd,fs,10,4,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,4,0,0,p,20_80,5,0,0,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,4,0,0,p,25_75,5,0,0,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,4,0,0,p,30_70,7,4,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,4,0,0,p,40_60,35,19,11,3,8,3,NA,4,5,NA,0,3,8,3,NA,2,1,NA,6,2,NA,4,5,NA
fd,fs,10,5,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,5,0,0,p,20_80,5,4,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,5,0,0,p,25_75,5,4,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,5,0,0,p,30_70,9,6,1,2,1,NA,NA,3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,5,0,0,p,40_60,39,15,7,3,10,2,NA,3,5.5,NA,2,3,8,NA,NA,3,NA,NA,7,NA,NA,3,NA,NA
fd,fs,10,6,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,6,0,0,p,20_80,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,6,0,0,p,25_75,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,6,0,0,p,30_70,8,2,2,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,6,0,0,p,40_60,40,19,11,2,6,4,NA,5,5,NA,4,2,2,NA,NA,1,NA,NA,5,NA,NA,3,NA,NA
fd,fs,10,7,0,0,p,10_90,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,7,0,0,p,20_80,2,6,1,3,1,NA,NA,3,NA,NA,0,3,1,NA,NA,1,NA,NA,0,NA,NA,3,NA,NA
fd,fs,10,7,0,0,p,25_75,2,6,1,3,1,NA,NA,3,NA,NA,0,3,1,NA,NA,1,NA,NA,0,NA,NA,3,NA,NA
fd,fs,10,7,0,0,p,30_70,13,13,1,2,2,1,NA,5.5,7,NA,1,2,1,NA,NA,2,NA,NA,0,NA,NA,4,NA,NA
fd,fs,10,7,0,0,p,40_60,36,19,3,3,9,3,1,4,5,10,1,3,8,2,NA,2,2,NA,7,1,NA,3.5,5,NA
fd,fs,10,8,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,8,0,0,p,20_80,3,3,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,8,0,0,p,25_75,3,3,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,8,0,0,p,30_70,13,6,1,2,2,NA,NA,3,NA,NA,0,2,2,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA
fd,fs,10,8,0,0,p,40_60,46,17,5,3,11,2,NA,4,6.5,NA,0,3,11,2,NA,2,2,NA,9,0,NA,4,6.5,NA
fd,fs,10,9,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,9,0,0,p,20_80,3,2,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,9,0,0,p,25_75,3,2,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,9,0,0,p,30_70,11,3,1,2,1,NA,NA,3,NA,NA,0,2,1,NA,NA,0,NA,NA,1,NA,NA,3,NA,NA
fd,fs,10,9,0,0,p,40_60,39,17,11,2.5,8,3,NA,4,5,NA,0,2.5,8,3,NA,3,0,NA,5,3,NA,4,5,NA
fd,fs,10,10,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,10,0,0,p,20_80,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,10,0,0,p,25_75,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,10,0,0,p,30_70,11,3,1,2.5,2,NA,NA,3.5,NA,NA,0,2.5,2,NA,NA,0,NA,NA,2,NA,NA,3.5,NA,NA
fd,fs,10,10,0,0,p,40_60,43,20,9,4,8,6,NA,6,6.5,NA,0,4,8,6,NA,3,1,NA,5,5,NA,6,6.5,NA
fd,fs,10,11,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,11,0,0,p,20_80,5,3,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,11,0,0,p,25_75,5,3,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,11,0,0,p,30_70,9,5,1,2,2,NA,NA,3,NA,NA,0,2,2,NA,NA,0,NA,NA,2,NA,NA,3,NA,NA
fd,fs,10,11,0,0,p,40_60,40,24,9,3,10,5,NA,4.5,6,NA,0,3,10,5,NA,3,2,NA,7,3,NA,4.5,6,NA
fd,fs,10,12,0,0,p,10_90,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,12,0,0,p,20_80,3,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,12,0,0,p,25_75,3,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,12,0,0,p,30_70,8,6,3,2.5,2,NA,NA,3.5,NA,NA,0,2.5,2,NA,NA,1,NA,NA,1,NA,NA,3.5,NA,NA
fd,fs,10,12,0,0,p,40_60,34,17,3,3,5,3,1,5,9,12,2,2,3,1,NA,1,1,NA,4,2,NA,4,5,NA
fd,fs,10,13,0,0,p,10_90,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,13,0,0,p,20_80,7,4,1,2,1,NA,NA,3,NA,NA,0,2,1,NA,NA,1,NA,NA,0,NA,NA,3,NA,NA
fd,fs,10,13,0,0,p,25_75,7,4,1,2,1,NA,NA,3,NA,NA,0,2,1,NA,NA,1,NA,NA,0,NA,NA,3,NA,NA
fd,fs,10,13,0,0,p,30_70,15,7,3,2,1,NA,NA,3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,13,0,0,p,40_60,46,24,7,3,9,5,1,5,8,13,1,3,8,4,NA,2,1,NA,7,4,NA,4,7.5,NA
fd,fs,10,14,0,0,p,10_90,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,14,0,0,p,20_80,8,4,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,14,0,0,p,25_75,8,4,1,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fd,fs,10,14,0,0,p,30_70,17,9,1,2,3,1,NA,3,6,NA,1,2,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,NA
