model,setting,groupn,run,s,a,first.stable.gen,n.gens.stable,first.stable.gen.fuzzy,n.gens.stable.fuzzy
ncs,x,10,1,0,0,1,99,1,99
ncs,x,10,2,0,0,1,99,1,99
ncs,x,10,3,0,0,1,99,1,99
ncs,x,10,4,0,0,1,99,1,99
ncs,x,10,5,0,0,1,99,1,99
ncs,x,10,6,0,0,1,99,1,99
ncs,x,10,7,0,0,1,99,1,99
ncs,x,10,8,0,0,1,99,1,99
ncs,x,10,9,0,0,1,99,1,99
ncs,x,10,10,0,0,1,99,1,99
ncs,x,10,11,0,0,1,99,1,99
ncs,x,10,12,0,0,1,99,1,99
ncs,x,10,13,0,0,1,99,1,99
ncs,x,10,14,0,0,1,99,1,99
ncs,x,10,15,0,0,1,99,1,99
ncs,x,10,16,0,0,1,99,1,99
ncs,x,10,17,0,0,1,99,1,99
ncs,x,10,18,0,0,1,99,1,99
ncs,x,10,19,0,0,1,99,1,99
ncs,x,10,20,0,0,1,99,1,99
ncs,x,10,1,0,1,100,0,100,0
ncs,x,10,2,0,1,100,0,100,0
ncs,x,10,3,0,1,100,0,100,0
ncs,x,10,4,0,1,100,0,100,0
ncs,x,10,5,0,1,100,0,100,0
ncs,x,10,6,0,1,94,6,94,6
ncs,x,10,7,0,1,100,0,100,0
ncs,x,10,8,0,1,100,0,100,0
ncs,x,10,9,0,1,100,0,100,0
ncs,x,10,10,0,1,100,0,100,0
ncs,x,10,11,0,1,100,0,100,0
ncs,x,10,12,0,1,100,0,100,0
ncs,x,10,13,0,1,100,0,100,0
ncs,x,10,14,0,1,100,0,100,0
ncs,x,10,15,0,1,100,0,100,0
ncs,x,10,16,0,1,100,0,100,0
ncs,x,10,17,0,1,100,0,100,0
ncs,x,10,18,0,1,100,0,100,0
ncs,x,10,19,0,1,100,0,100,0
ncs,x,10,20,0,1,100,0,100,0
ncs,x,10,1,0,2,74,26,74,26
ncs,x,10,2,0,2,97,3,97,3
ncs,x,10,3,0,2,100,0,100,0
ncs,x,10,4,0,2,100,0,100,0
ncs,x,10,5,0,2,100,0,100,0
ncs,x,10,6,0,2,100,0,100,0
ncs,x,10,7,0,2,90,10,90,10
ncs,x,10,8,0,2,100,0,100,0
ncs,x,10,9,0,2,100,0,100,0
ncs,x,10,10,0,2,100,0,100,0
ncs,x,10,11,0,2,100,0,100,0
ncs,x,10,12,0,2,100,0,100,0
ncs,x,10,13,0,2,100,0,100,0
ncs,x,10,14,0,2,99,1,99,1
ncs,x,10,15,0,2,88,12,88,12
ncs,x,10,16,0,2,100,0,100,0
ncs,x,10,17,0,2,100,0,100,0
ncs,x,10,18,0,2,92,8,92,8
ncs,x,10,19,0,2,100,0,100,0
ncs,x,10,20,0,2,100,0,100,0
ncs,x,10,1,0,3,92,8,92,8
ncs,x,10,2,0,3,78,22,78,22
ncs,x,10,3,0,3,85,15,85,15
ncs,x,10,4,0,3,95,5,95,5
ncs,x,10,5,0,3,92,8,92,8
ncs,x,10,6,0,3,100,0,100,0
ncs,x,10,7,0,3,98,2,98,2
ncs,x,10,8,0,3,79,21,79,21
ncs,x,10,9,0,3,100,0,100,0
ncs,x,10,10,0,3,87,13,87,13
ncs,x,10,11,0,3,95,5,95,5
ncs,x,10,12,0,3,81,19,81,19
ncs,x,10,13,0,3,100,0,100,0
ncs,x,10,14,0,3,99,1,99,1
ncs,x,10,15,0,3,83,17,83,17
ncs,x,10,16,0,3,94,6,94,6
ncs,x,10,17,0,3,100,0,100,0
ncs,x,10,18,0,3,97,3,97,3
ncs,x,10,19,0,3,76,24,76,24
ncs,x,10,20,0,3,79,21,79,21
ncs,x,10,1,0,4,99,1,99,1
ncs,x,10,2,0,4,93,7,93,7
ncs,x,10,3,0,4,75,25,75,25
ncs,x,10,4,0,4,100,0,100,0
ncs,x,10,5,0,4,100,0,100,0
ncs,x,10,6,0,4,97,3,97,3
ncs,x,10,7,0,4,83,17,83,17
ncs,x,10,8,0,4,75,25,75,25
ncs,x,10,9,0,4,81,19,81,19
ncs,x,10,10,0,4,100,0,100,0
ncs,x,10,11,0,4,71,29,71,29
ncs,x,10,12,0,4,67,33,67,33
ncs,x,10,13,0,4,89,11,89,11
ncs,x,10,14,0,4,93,7,93,7
ncs,x,10,15,0,4,100,0,100,0
ncs,x,10,16,0,4,75,25,75,25
ncs,x,10,17,0,4,90,10,90,10
ncs,x,10,18,0,4,71,29,71,29
ncs,x,10,19,0,4,100,0,100,0
ncs,x,10,20,0,4,86,14,86,14
ncs,x,10,1,0,5,79,21,79,21
ncs,x,10,2,0,5,84,16,84,16
ncs,x,10,3,0,5,75,25,75,25
ncs,x,10,4,0,5,96,4,96,4
ncs,x,10,5,0,5,98,2,98,2
ncs,x,10,6,0,5,83,17,83,17
ncs,x,10,7,0,5,70,30,70,30
ncs,x,10,8,0,5,79,21,79,21
ncs,x,10,9,0,5,72,28,72,28
ncs,x,10,10,0,5,79,21,79,21
ncs,x,10,11,0,5,97,3,97,3
ncs,x,10,12,0,5,80,20,80,20
ncs,x,10,13,0,5,92,8,92,8
ncs,x,10,14,0,5,100,0,100,0
ncs,x,10,15,0,5,82,18,82,18
ncs,x,10,16,0,5,86,14,86,14
ncs,x,10,17,0,5,88,12,88,12
ncs,x,10,18,0,5,92,8,92,8
ncs,x,10,19,0,5,78,22,78,22
ncs,x,10,20,0,5,93,7,93,7
ncs,x,10,1,0,6,84,16,84,16
ncs,x,10,2,0,6,89,11,89,11
ncs,x,10,3,0,6,72,28,72,28
ncs,x,10,4,0,6,100,0,100,0
ncs,x,10,5,0,6,92,8,92,8
ncs,x,10,6,0,6,96,4,96,4
ncs,x,10,7,0,6,77,23,77,23
ncs,x,10,8,0,6,86,14,86,14
ncs,x,10,9,0,6,92,8,92,8
ncs,x,10,10,0,6,84,16,84,16
ncs,x,10,11,0,6,90,10,90,10
ncs,x,10,12,0,6,96,4,96,4
ncs,x,10,13,0,6,80,20,80,20
ncs,x,10,14,0,6,100,0,100,0
ncs,x,10,15,0,6,75,25,75,25
ncs,x,10,16,0,6,95,5,95,5
ncs,x,10,17,0,6,90,10,90,10
ncs,x,10,18,0,6,90,10,90,10
ncs,x,10,19,0,6,100,0,100,0
ncs,x,10,20,0,6,100,0,100,0
ncs,x,10,1,0,7,85,15,85,15
ncs,x,10,2,0,7,100,0,100,0
ncs,x,10,3,0,7,90,10,90,10
ncs,x,10,4,0,7,69,31,69,31
ncs,x,10,5,0,7,74,26,74,26
ncs,x,10,6,0,7,62,38,62,38
ncs,x,10,7,0,7,81,19,81,19
ncs,x,10,8,0,7,77,23,77,23
ncs,x,10,9,0,7,100,0,100,0
ncs,x,10,10,0,7,81,19,81,19
ncs,x,10,11,0,7,100,0,100,0
ncs,x,10,12,0,7,81,19,81,19
ncs,x,10,13,0,7,82,18,82,18
ncs,x,10,14,0,7,76,24,76,24
ncs,x,10,15,0,7,95,5,95,5
ncs,x,10,16,0,7,74,26,74,26
ncs,x,10,17,0,7,92,8,92,8
ncs,x,10,18,0,7,79,21,79,21
ncs,x,10,19,0,7,100,0,100,0
ncs,x,10,20,0,7,67,33,67,33
ncs,x,10,1,0,8,72,28,72,28
ncs,x,10,2,0,8,95,5,95,5
ncs,x,10,3,0,8,100,0,100,0
ncs,x,10,4,0,8,71,29,71,29
ncs,x,10,5,0,8,89,11,89,11
ncs,x,10,6,0,8,66,34,66,34
ncs,x,10,7,0,8,76,24,76,24
ncs,x,10,8,0,8,78,22,78,22
ncs,x,10,9,0,8,89,11,89,11
ncs,x,10,10,0,8,84,16,84,16
ncs,x,10,11,0,8,80,20,80,20
ncs,x,10,12,0,8,87,13,87,13
ncs,x,10,13,0,8,81,19,81,19
ncs,x,10,14,0,8,85,15,85,15
ncs,x,10,15,0,8,91,9,91,9
ncs,x,10,16,0,8,88,12,88,12
ncs,x,10,17,0,8,68,32,68,32
ncs,x,10,18,0,8,100,0,100,0
ncs,x,10,19,0,8,90,10,90,10
ncs,x,10,20,0,8,79,21,79,21
ncs,x,10,1,0,9,100,0,100,0
ncs,x,10,2,0,9,100,0,100,0
ncs,x,10,3,0,9,91,9,91,9
