model,setting,groupn,run,s,a,first.stable.gen,n.gens.stable,first.stable.gen.fuzzy,n.gens.stable.fuzzy
fde,xpt1,10,1,0,0,1,99,1,99
fde,xpt1,10,2,0,0,1,99,1,99
fde,xpt1,10,3,0,0,1,99,1,99
fde,xpt1,10,4,0,0,1,99,1,99
fde,xpt1,10,5,0,0,1,99,1,99
fde,xpt1,10,6,0,0,1,99,1,99
fde,xpt1,10,7,0,0,1,99,1,99
fde,xpt1,10,8,0,0,1,99,1,99
fde,xpt1,10,9,0,0,1,99,1,99
fde,xpt1,10,10,0,0,1,99,1,99
fde,xpt1,10,11,0,0,1,99,1,99
fde,xpt1,10,12,0,0,1,99,1,99
fde,xpt1,10,13,0,0,1,99,1,99
fde,xpt1,10,14,0,0,1,99,1,99
fde,xpt1,10,15,0,0,1,99,1,99
fde,xpt1,10,16,0,0,1,99,1,99
fde,xpt1,10,17,0,0,1,99,1,99
fde,xpt1,10,18,0,0,1,99,1,99
fde,xpt1,10,19,0,0,1,99,1,99
fde,xpt1,10,20,0,0,1,99,1,99
fde,xpt1,10,1,0,1,100,0,100,0
fde,xpt1,10,2,0,1,96,4,100,0
fde,xpt1,10,3,0,1,100,0,100,0
fde,xpt1,10,4,0,1,95,5,100,0
fde,xpt1,10,5,0,1,100,0,100,0
fde,xpt1,10,6,0,1,89,11,100,0
fde,xpt1,10,7,0,1,97,3,100,0
fde,xpt1,10,8,0,1,99,1,100,0
fde,xpt1,10,9,0,1,100,0,100,0
fde,xpt1,10,10,0,1,90,10,100,0
fde,xpt1,10,11,0,1,100,0,100,0
fde,xpt1,10,12,0,1,96,4,100,0
fde,xpt1,10,13,0,1,99,1,100,0
fde,xpt1,10,14,0,1,96,4,100,0
fde,xpt1,10,15,0,1,96,4,100,0
fde,xpt1,10,16,0,1,99,1,100,0
fde,xpt1,10,17,0,1,88,12,100,0
fde,xpt1,10,18,0,1,93,7,100,0
fde,xpt1,10,19,0,1,94,6,100,0
fde,xpt1,10,20,0,1,100,0,100,0
fde,xpt1,10,1,0,2,99,1,100,0
fde,xpt1,10,2,0,2,99,1,100,0
fde,xpt1,10,3,0,2,98,2,100,0
fde,xpt1,10,4,0,2,100,0,100,0
fde,xpt1,10,5,0,2,100,0,100,0
fde,xpt1,10,6,0,2,97,3,100,0
fde,xpt1,10,7,0,2,90,10,100,0
fde,xpt1,10,8,0,2,98,2,100,0
fde,xpt1,10,9,0,2,100,0,100,0
fde,xpt1,10,10,0,2,97,3,100,0
fde,xpt1,10,11,0,2,100,0,100,0
fde,xpt1,10,12,0,2,98,2,100,0
fde,xpt1,10,13,0,2,97,3,100,0
fde,xpt1,10,14,0,2,100,0,100,0
fde,xpt1,10,15,0,2,96,4,100,0
fde,xpt1,10,16,0,2,97,3,100,0
fde,xpt1,10,17,0,2,100,0,100,0
fde,xpt1,10,18,0,2,100,0,100,0
fde,xpt1,10,19,0,2,100,0,100,0
fde,xpt1,10,20,0,2,98,2,100,0
fde,xpt1,10,1,0,3,95,5,100,0
fde,xpt1,10,2,0,3,99,1,100,0
fde,xpt1,10,3,0,3,92,8,100,0
fde,xpt1,10,4,0,3,98,2,100,0
fde,xpt1,10,5,0,3,98,2,100,0
fde,xpt1,10,6,0,3,100,0,100,0
fde,xpt1,10,7,0,3,95,5,100,0
fde,xpt1,10,8,0,3,100,0,100,0
fde,xpt1,10,9,0,3,98,2,100,0
fde,xpt1,10,10,0,3,100,0,100,0
fde,xpt1,10,11,0,3,100,0,100,0
