tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
B1,3,0.56956391,0.07526505,0.08181636,0.56956391,0.27335467
A1,4,0.43263653,0.15108022,0,0.41628326,0.43263653
A1,4,0.50887391,0.14967255,0,0.34145354,0.50887391
A1,4,0.57146571,0.14928001,0,0.27925427,0.57146571
A1,4,0.60945117,0.15158786,0,0.23896097,0.60945117
A1,4,0.64782957,0.14952991,0,0.20264053,0.64782957
A1,4,0.68283657,0.14517904,0,0.1719844,0.68283657
A1,3,0.56611322,0.07181436,0.0670134,0.29505901,0.56611322
B1,4,0.46741838,0,0.13138271,0.46741838,0.40119891
B1,4,0.54435422,0,0.13142602,0.54435422,0.32421976
B1,4,0.61254297,0,0.13116953,0.61254297,0.25628751
B1,4,0.65673135,0,0.12407481,0.65673135,0.21919384
B1,4,0.6968751,0,0.11842953,0.6968751,0.18469537
B1,4,0.72981895,0,0.11113334,0.72981895,0.15904771
B1,3,0.58498301,0.04930493,0.0526658,0.58498301,0.31304626
A1,4,0.51142846,0.09631433,0,0.39225721,0.51142846
A1,4,0.58746749,0.09726945,0,0.31526305,0.58746749
A1,4,0.65288058,0.1005201,0,0.24659932,0.65288058
A1,3,0.53925785,0.26005201,0.0895179,0.11117223,0.53925785
B2,4,0.47911889,0.47911889,0.16362531,0,0.35725579
B2,3,0.47356778,0.47356778,0.27414742,0.09571914,0.15656566
A2,3,0.37602521,0.20424085,0.37602521,0.25530106,0.16443289
B1,4,0.37362472,0,0.34556911,0.37362472,0.28080616
B1,4,0.46876923,0,0.30407426,0.46876923,0.22715651
B1,4,0.5296314,0,0.26691683,0.5296314,0.20345177
B1,4,0.57571514,0,0.25040008,0.57571514,0.17388478
B1,4,0.61795531,0,0.2323079,0.61795531,0.1497368
B1,3,0.53903952,0.10347069,0.1143343,0.53903952,0.24315548
B1,3,0.41153231,0.21104221,0,0.41153231,0.37742549
A1,4,0.43986168,0.21525382,0,0.3448845,0.43986168
A1,4,0.49374679,0.21689323,0,0.28935999,0.49374679
A1,4,0.53028039,0.22038316,0,0.24933646,0.53028039
A1,4,0.56369175,0.22210551,0,0.21420274,0.56369175
A1,4,0.5964483,0.21615432,0,0.18739738,0.5964483
A1,3,0.51280256,0.10522104,0.10212042,0.27985597,0.51280256
B1,4,0.41323265,0,0.20059012,0.41323265,0.38617724
B1,4,0.48097028,0,0.1995798,0.48097028,0.31944992
B1,4,0.53773163,0,0.19822953,0.53773163,0.26403884
B1,4,0.58321664,0,0.18993799,0.58321664,0.22684537
B1,4,0.62147429,0,0.18538708,0.62147429,0.19313863
B1,4,0.65431461,0,0.18204536,0.65431461,0.16364003
B1,3,0.55987349,0.07975798,0.08947684,0.55987349,0.27089169
A1,4,0.4264155,0.16182439,0,0.41176011,0.4264155
A1,4,0.49154831,0.16788358,0,0.34056811,0.49154831
A1,4,0.54760952,0.17063413,0,0.28175635,0.54760952
A1,4,0.5934378,0.16477496,0,0.24178724,0.5934378
A1,4,0.63502874,0.16008203,0,0.20488922,0.63502874
A1,4,0.66925078,0.15739722,0,0.17335201,0.66925078
A1,3,0.55886766,0.07727318,0.07342203,0.29043713,0.55886766
B1,4,0.45293588,0,0.14454336,0.45293588,0.40252076
B1,4,0.5286586,0,0.14539362,0.5286586,0.32594778
B1,4,0.59649795,0,0.14643671,0.59649795,0.25706534
B1,4,0.64031109,0,0.1417353,0.64031109,0.2179536
B1,4,0.68226948,0,0.13393374,0.68226948,0.18379677
B1,4,0.72285748,0,0.12471891,0.72285748,0.15242361
B1,3,0.58565152,0.05636691,0.06035604,0.58565152,0.29762554
A1,4,0.49222133,0.11087781,0,0.39690086,0.49222133
A1,4,0.56626325,0.11227245,0,0.32146429,0.56626325
A1,4,0.62800811,0.11307815,0,0.25891374,0.62800811
A1,4,0.67726796,0.11002754,0,0.2127045,0.67726796
A1,4,0.72454491,0.10417083,0,0.17128426,0.72454491
A1,3,0.57211442,0.04945989,0.04740948,0.3310162,0.57211442
B1,4,0.54325865,0,0.08896779,0.54325865,0.36777355
B1,3,0.49342838,0.12161216,0.21692585,0.49342838,0.16803361
A2,4,0.40686384,0.22713327,0.40686384,0.3660029,0
A2,4,0.53610722,0.19353871,0.53610722,0.27035407,0
A2,3,0.47757822,0.0880176,0.47757822,0.36229697,0.07210721
B1,3,0.44936438,0.15933187,0.1729673,0.44936438,0.21833646
