tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
A1,3,0.5081,0.0125,0.0909,0.3885,0.5081
B1,4,0.58264199,0,0.10821644,0.58264199,0.30914156
B1,4,0.64892622,0,0.11027199,0.64892622,0.24080179
B1,4,0.70425662,0,0.10751596,0.70425662,0.18822742
B1,4,0.74963869,0,0.09907452,0.74963869,0.15128679
B1,2,0.59740825,0.04225845,0.0470141,0.59740825,0.3133192
A1,3,0.44408882,0.17288458,0.17328466,0.20974195,0.44408882
A1,3,0.35547109,0.3425185,0.3020104,0,0.35547109
B2,4,0.49259852,0.49259852,0.24059812,0,0.26680336
B2,3,0.4584917,0.4584917,0.11187237,0.085017,0.34461892
A1,4,0.50230046,0.34496899,0,0.15273055,0.50230046
A1,3,0.46074215,0.16718344,0.12692539,0.24514903,0.46074215
B1,4,0.38002601,0,0.25035007,0.38002601,0.36962392
B1,4,0.44923985,0,0.24459892,0.44923985,0.30616123
B1,4,0.51738055,0,0.23480833,0.51738055,0.24781113
B1,4,0.56003908,0,0.22715679,0.56003908,0.21280412
B1,4,0.59571914,0,0.22384477,0.59571914,0.18043609
B1,4,0.62712543,0,0.21819364,0.62712543,0.15468094
B1,3,0.54148622,0.09965997,0.10787157,0.54148622,0.25098224
B1,3,0.41286049,0.19942992,0,0.41286049,0.38770959
A1,4,0.44923985,0.20589118,0,0.34486897,0.44923985
A1,4,0.50715143,0.20584117,0,0.2870074,0.50715143
A1,4,0.54675935,0.20494099,0,0.24829966,0.54675935
A1,4,0.58226645,0.20634127,0,0.21139228,0.58226645
A1,4,0.61872374,0.20139028,0,0.17988598,0.61872374
A1,3,0.52403412,0.10027005,0.0949595,0.28073633,0.52403412
B1,4,0.42816582,0,0.18362723,0.42816582,0.38820695
B1,4,0.49934987,0,0.1839868,0.49934987,0.31666333
B1,4,0.55296059,0,0.18783757,0.55296059,0.25920184
B1,4,0.59366873,0,0.18203641,0.59366873,0.22429486
B1,4,0.63807762,0,0.17603521,0.63807762,0.18588718
B1,4,0.67523505,0,0.16833367,0.67523505,0.15643129
