tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
A1,3,0.44541629,0.14449335,0.11987397,0.29021639,0.44541629
B1,4,0.44523905,0,0.2279956,0.44523905,0.32676535
B1,4,0.51065213,0,0.21469294,0.51065213,0.27465493
B1,4,0.55768298,0,0.20403106,0.55768298,0.23828596
B1,4,0.58773899,0,0.19407907,0.58773899,0.21818194
B1,4,0.61157231,0,0.18878776,0.61157231,0.19963993
B1,3,0.47634527,0.08476695,0.34041808,0.47634527,0.09846969
A2,2,0.42358472,0.27155431,0.42358472,0.1669834,0.13787758
B2,4,0.42688538,0.42688538,0.32591518,0,0.24719944
B2,4,0.51525305,0.51525305,0.27195439,0,0.21279256
B2,3,0.44263853,0.44263853,0.12137427,0.11232246,0.32366473
A1,4,0.47204441,0.31421284,0,0.21374275,0.47204441
A1,4,0.53870774,0.2640028,0,0.19728946,0.53870774
A1,4,0.58436687,0.23034607,0,0.18528706,0.58436687
A1,3,0.4729946,0.11307261,0.10467093,0.30926185,0.4729946
B1,4,0.47061905,0,0.2042809,0.47061905,0.32510006
B1,4,0.5323814,0,0.19497903,0.5323814,0.27263957
B1,4,0.58016603,0,0.18543709,0.58016603,0.23439688
B1,4,0.60955301,0,0.17709412,0.60955301,0.21335287
B1,3,0.48679604,0.09287786,0.3183455,0.48679604,0.10198059
A2,4,0.49662246,0.17919513,0.49662246,0.32418242,0
A2,3,0.43673735,0.29745949,0.43673735,0.14837968,0.11742348
B2,4,0.45584117,0.45584117,0.3235147,0,0.22064413
B2,4,0.53360672,0.53360672,0.27155431,0,0.19483897
B2,3,0.46616096,0.46616096,0.11947389,0.1103331,0.30403205
A1,4,0.45953786,0.33024907,0,0.21021306,0.45953786
A1,4,0.52615204,0.27955856,0,0.1942894,0.52615204
A1,3,0.44756161,0.12656266,0.11597319,0.30990254,0.44756161
B1,4,0.46474295,0,0.22554511,0.46474295,0.30971194
B1,4,0.5255051,0,0.21784357,0.5255051,0.25665133
B1,4,0.56396279,0,0.21259252,0.56396279,0.22344469
B1,4,0.59511902,0,0.20239048,0.59511902,0.2024905
B1,4,0.62865786,0,0.19014724,0.62865786,0.18119491
B1,2,0.49333079,0.0860172,0.09207762,0.49333079,0.32857438
A1,3,0.409982,0.2675035,0.15043009,0.17208442,0.409982
B2,4,0.41991014,0.41991014,0.26914196,0,0.3109479
B2,4,0.5082278,0.5082278,0.23513516,0,0.25663704
B2,4,0.5635127,0.5635127,0.22154431,0,0.21494299
B2,3,0.45779156,0.45779156,0.10512102,0.09411882,0.34296859
A1,4,0.5155031,0.30706141,0,0.17743549,0.5155031
A1,3,0.44835714,0.1429786,0.1149845,0.29367977,0.44835714
B1,4,0.44716047,0,0.22430636,0.44716047,0.32853317
B1,4,0.50935187,0,0.2124925,0.50935187,0.27815563
B1,4,0.555011,0,0.20394079,0.555011,0.24104821
B1,4,0.58291658,0,0.19593919,0.58291658,0.22114423
B1,4,0.6125413,0,0.18527804,0.6125413,0.20218066
B1,3,0.48031485,0.08666733,0.33520803,0.48031485,0.09780978
A2,3,0.41303261,0.27685537,0.41303261,0.16823365,0.14187838
B2,4,0.42931195,0.42931195,0.31549834,0,0.25518971
B2,4,0.5170795,0.5170795,0.26733871,0,0.21558179
B2,3,0.44823965,0.44823965,0.11977395,0.10677135,0.32521504
A1,4,0.47884577,0.31631326,0,0.20484097,0.47884577
A1,4,0.54010802,0.26795359,0,0.19193839,0.54010802
A1,3,0.4508235,0.12192438,0.11316132,0.3140908,0.4508235
B1,4,0.47294729,0,0.21592159,0.47294729,0.31113111
B1,4,0.53698212,0,0.20233019,0.53698212,0.26068769
B1,4,0.58181636,0,0.19518904,0.58181636,0.2229946
B1,4,0.61377275,0,0.18613723,0.61377275,0.20009002
B1,3,0.4824965,0.08746749,0.33676735,0.4824965,0.09326865
A2,3,0.41928386,0.27540508,0.41928386,0.16628326,0.13902781
B2,4,0.42886168,0.42886168,0.32559986,0,0.24553846
B2,4,0.51942979,0.51942979,0.26918858,0,0.21138163
