gen,s,a,tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
63,0.4,2,A2,1,0.49914983,0.49909982,0.49914983,0.00125025,0.0005001
64,0.4,2,B2,2,0.99839975,0.99839975,0,0.00080014,0.00080011
65,0.4,2,B2,2,0.99859979,0.99859979,0,0.00045007,0.00095014
66,0.4,2,B2,2,0.9986998,0.9986998,0,0.00035006,0.00095014
67,0.4,2,B2,2,0.99859978,0.99859978,0,0.00025004,0.00115018
68,0.4,2,A2,2,0.49969997,0.49919984,0.49969997,0.00015003,0.00095016
69,0.4,2,A2,2,0.99919992,0,0.99919992,5.00E-05,0.00075008
70,0.4,2,A2,2,0.99919992,0,0.99919992,0.00020002,0.00060006
71,0.4,2,A2,2,0.99939991,0,0.99939991,0.00035006,0.00025004
72,0.4,2,A2,2,0.99934987,0,0.99934987,0.00045009,0.00020004
73,0.4,2,A2,2,0.99939988,0,0.99939988,0.00045009,0.00015003
74,0.4,2,B2,2,0.49979998,0.49979998,0.49974995,0.00030005,0.00015002
75,0.4,2,B2,2,0.99959994,0.99959994,0,0.00020003,0.00020003
76,0.4,2,B2,2,0.99974995,0.99974995,0,0.00010002,0.00015003
77,0.4,2,B2,2,0.99964996,0.99964996,0,5.00E-05,0.00030003
78,0.4,2,B2,2,0.99949995,0.99949995,0,0.00015002,0.00035004
79,0.4,2,A2,2,0.49994999,0.49979998,0.49994999,0.00010001,0.00015002
80,0.4,2,A2,2,0.99984997,0,0.99984997,0.00010002,5.00E-05
81,0.4,2,A2,2,0.99989998,0,0.99989998,0.00010002,0
82,0.4,2,A2,2,1,0,1,0,0
83,0.4,2,A2,2,0.99994999,0,0.99994999,5.00E-05,0
84,0.4,2,A2,2,0.99994999,0,0.99994999,5.00E-05,0
85,0.4,2,A2,1,0.5,0.5,0.5,0,0
86,0.4,2,B2,2,1,1,0,0,0
87,0.4,2,B2,2,1,1,0,0,0
88,0.4,2,B2,2,1,1,0,0,0
89,0.4,2,B2,2,1,1,0,0,0
90,0.4,2,B2,1,0.5,0.5,0.5,0,0
91,0.4,2,A2,2,0.99994999,0,0.99994999,0,5.00E-05
92,0.4,2,A2,2,0.99994999,0,0.99994999,0,5.00E-05
93,0.4,2,A2,2,1,0,1,0,0
94,0.4,2,A2,2,1,0,1,0,0
95,0.4,2,A2,2,1,0,1,0,0
96,0.4,2,A2,1,0.5,0.5,0.5,0,0
97,0.4,2,B2,2,1,1,,0,0
