tabprefID,tabrankpref,tabfreqofmaxpref,tabPBOB2avg,tabPAOA2avg,tabPBOB1avg,tabPAOA1avg
B1,4,0.59206841,0,0.170034007,0.59206841,0.23789758
B1,4,0.65093019,0,0.149479896,0.65093019,0.199589918
B1,4,0.71304261,0,0.126275255,0.71304261,0.160682136
B1,2,0.570644,0.05975598,0.297035515,0.570644,0.072564513
A2,3,0.44733642,0.18324302,0.447336416,0.20132013,0.16810043
A2,3,0.38969878,0.32247684,0.389698781,0,0.287824375
B2,4,0.44618924,0.44618924,0.320764153,0,0.233046609
B2,4,0.53785757,0.53785757,0.26095219,0,0.201190238
B2,4,0.62087417,0.62087417,0.218043609,0,0.161082216
B2,3,0.53755751,0.53755751,0.096569314,0.07696539,0.288907782
A1,4,0.474319,0.3846592,0,0.1410218,0.474319001
A1,3,0.46291672,0.17731773,0.127175435,0.23259011,0.462916721
B1,4,0.38272655,0,0.237047409,0.38272655,0.380226045
B1,4,0.48774755,0,0.206091218,0.48774755,0.306161232
B1,4,0.57746549,0,0.180186037,0.57746549,0.24234847
B1,4,0.64232847,0,0.157181436,0.64232847,0.200490098
B1,4,0.70464093,0,0.135577115,0.70464093,0.159781956
B1,2,0.56588314,0.05541662,0.30728595,0.56588314,0.071414283
A2,3,0.45699468,0.18472956,0.456994684,0.1996599,0.158615862
